,voice_mail_plan,voice_mail_messages,international_mins,customer_service_calls,international_plan,international_calls,international_charge,total_charge,churn
4583,0,0,8.2,2,0,3,2.21,74.92,1
4584,0,0,11.5,1,1,2,3.11,64.53,1
4585,0,0,8.8,3,0,3,2.38,77.34,1
4586,0,0,8.8,7,0,3,2.38,52.56,1
4587,0,0,10.1,2,0,6,2.73,76.38,1
4588,0,0,10.3,1,0,6,2.78,71.04,1
4589,0,0,11.7,4,0,2,3.16,52.04,1
4590,0,0,13.8,1,0,4,3.73,76.98,1
4591,0,0,12.3,0,0,10,3.32,83.99,1
4592,0,0,11.5,1,1,2,3.11,64.53,1
4593,0,0,7.9,7,0,4,2.13,50.15,1
4594,0,0,6.3,1,0,7,1.7,74.99,1
4595,0,0,11.5,1,1,2,3.11,64.53,1
4596,0,0,11.1,4,0,4,3.0,50.9,1
4597,0,0,12.8,2,0,4,3.46,75.29,1
4598,0,0,11.7,0,0,7,3.16,78.22,1
4599,0,0,9.8,2,0,7,2.65,75.32,1
4600,0,0,13.6,5,0,3,3.67,55.21,1
4601,0,0,10.8,2,1,2,2.92,50.47,1
4602,0,0,13.7,1,0,8,3.7,78.82,1
4603,0,0,9.2,4,1,1,2.48,52.44,1
4604,0,0,7.9,7,0,4,2.13,50.15,1
4605,0,0,8.3,0,0,4,2.24,74.4,1
4606,0,0,11.4,4,0,3,3.08,77.76,1
4607,0,0,7.7,0,0,2,2.08,79.13,1
4608,0,0,8.9,3,0,2,2.4,76.22,1
4609,0,0,9.8,0,0,6,2.65,75.65,1
4610,0,0,14.3,3,0,3,3.86,74.75,1
4611,0,0,14.1,0,1,4,3.81,59.36,1
4612,0,0,11.9,4,0,3,3.21,46.91,1
4613,0,0,10.0,1,0,2,2.7,79.03,1
4614,0,0,13.8,4,1,5,3.73,61.54,1
4615,0,0,13.8,4,0,3,3.73,55.2,1
4616,0,0,8.2,2,0,3,2.21,74.92,1
4617,0,0,14.1,0,1,4,3.81,59.36,1
4618,0,0,9.3,7,0,3,2.51,49.34,1
4619,0,0,17.3,1,0,4,4.67,75.79,1
4620,0,0,8.8,7,0,3,2.38,52.56,1
4621,0,0,10.3,1,0,4,2.78,63.01,1
4622,0,0,13.9,0,0,1,3.75,52.38,1
4623,1,44,14.1,2,0,7,3.81,61.27,1
4624,0,0,7.4,2,0,5,2.0,75.08,1
4625,0,0,11.1,1,0,2,3.0,67.21,1
4626,0,0,7.4,2,1,2,2.0,59.93,1
4627,0,0,12.0,3,0,2,3.24,55.73,1
4628,0,0,8.8,0,0,5,2.38,75.71,1
4629,1,35,10.1,2,0,4,2.73,57.8,1
4630,0,0,4.5,3,0,15,1.22,74.36,1
4631,0,0,10.5,2,0,3,2.84,76.34,1
4632,0,0,10.5,2,0,3,2.84,76.34,1
4633,0,0,4.5,0,0,4,1.22,62.52,1
4634,0,0,10.2,3,0,4,2.75,82.32,1
4635,0,0,10.2,2,0,2,2.75,74.98,1
4636,1,30,12.8,4,0,4,3.46,49.33,1
4637,0,0,10.1,0,0,3,2.73,74.97,1
4638,0,0,6.9,1,0,2,1.86,47.27,1
4639,0,0,9.2,5,0,3,2.48,56.56,1
4640,0,0,17.3,1,0,4,4.67,75.79,1
4641,1,28,9.2,4,0,6,2.48,55.92,1
4642,0,0,7.3,2,0,4,1.97,75.63,1
4643,0,0,8.9,1,0,5,2.4,84.1,1
4644,0,0,14.1,1,1,4,3.81,52.18,1
4645,0,0,5.5,1,0,7,1.49,74.57,1
4646,0,0,12.4,2,0,1,3.35,68.94,1
4647,0,0,11.8,0,0,10,3.19,76.01,1
4648,0,0,9.2,4,1,1,2.48,52.44,1
4649,0,0,13.0,1,0,2,3.51,75.54,1
4650,1,34,6.1,2,0,5,1.65,71.22,1
4651,0,0,9.6,1,0,5,2.59,74.25,1
4652,0,0,8.9,0,0,4,2.4,76.84,1
4653,0,0,10.0,3,1,2,2.7,54.39,1
4654,0,0,14.1,1,1,4,3.81,52.18,1
4655,0,0,6.7,3,0,5,1.81,71.01,1
4656,0,0,9.0,1,0,13,2.43,79.42,1
4657,0,0,10.9,3,0,3,2.94,74.68,1
4658,0,0,11.1,4,0,4,3.0,50.9,1
4659,0,0,7.4,2,0,5,2.0,75.08,1
4660,0,0,10.9,5,0,3,2.94,53.76,1
4661,1,33,13.5,1,0,3,3.65,61.89,1
4662,0,0,9.4,1,0,4,2.54,76.91,1
4663,0,0,8.8,1,0,5,2.38,75.25,1
4664,0,0,10.3,1,0,3,2.78,82.29,1
4665,0,0,8.8,1,0,5,2.38,75.25,1
4666,0,0,9.8,2,0,5,2.65,79.69,1
4667,0,0,11.7,0,0,7,3.16,78.22,1
4668,0,0,8.9,3,0,2,2.4,76.22,1
4669,0,0,10.1,2,0,6,2.73,76.38,1
4670,0,0,9.0,4,0,6,2.43,53.67,1
4671,0,0,8.9,1,0,5,2.4,84.1,1
4672,0,0,5.5,1,0,7,1.49,74.57,1
4673,0,0,10.0,3,1,2,2.7,54.39,1
4674,0,0,6.3,1,0,7,1.7,74.99,1
4675,0,0,11.0,3,0,6,2.97,79.19,1
4676,0,0,9.0,5,0,3,2.43,53.55,1
4677,0,0,13.6,3,1,3,3.67,56.41,1
4678,0,0,7.7,1,1,2,2.08,54.62,1
4679,0,0,9.5,4,0,3,2.57,52.5,1
4680,1,35,10.1,2,0,4,2.73,57.8,1
4681,0,0,9.6,0,0,7,2.59,75.14,1
4682,0,0,10.9,0,1,3,2.94,75.54,1
4683,0,0,13.9,0,0,6,3.75,74.83,1
4684,0,0,18.3,1,0,6,4.94,74.41,1
4685,0,0,10.1,0,0,3,2.73,74.97,1
4686,0,0,9.9,2,0,5,2.67,77.54,1
4687,0,0,13.2,1,0,2,3.56,76.5,1
4688,0,0,9.9,2,0,5,2.67,77.54,1
4689,0,0,9.7,6,0,2,2.62,52.53,1
4690,1,18,11.5,0,0,7,3.11,50.84,1
4691,0,0,10.6,0,0,4,2.86,62.82,1
4692,0,0,9.4,0,0,3,2.54,75.02,1
4693,0,0,7.5,5,0,3,2.03,49.47,1
4694,0,0,10.0,3,0,3,2.7,74.67,1
4695,0,0,14.1,0,1,4,3.81,59.36,1
4696,0,0,11.9,4,0,3,3.21,46.91,1
4697,0,0,15.3,1,1,6,4.13,74.05,1
4698,0,0,8.7,2,0,3,2.35,77.88,1
4699,0,0,4.5,3,0,15,1.22,74.36,1
4700,0,0,8.9,0,0,4,2.4,62.03,1
4701,0,0,10.3,1,0,3,2.78,82.29,1
4702,0,0,10.9,0,1,3,2.94,75.54,1
4703,0,0,9.3,0,0,2,2.51,63.22,1
4704,0,0,12.9,2,0,4,3.48,82.96,1
4705,0,0,10.5,4,0,6,2.84,56.22,1
4706,0,0,11.8,0,0,4,3.19,51.13,1
4707,0,0,8.5,0,0,5,2.3,80.74,1
4708,0,0,8.4,1,0,4,2.27,78.67,1
4709,0,0,13.3,4,0,3,3.59,52.35,1
4710,0,0,11.1,4,0,4,3.0,50.9,1
4711,0,0,11.7,0,0,7,3.16,78.22,1
4712,0,0,11.4,1,0,5,3.08,75.12,1
4713,0,0,10.6,3,0,5,2.86,62.2,1
4714,1,30,12.8,4,0,4,3.46,49.33,1
4715,0,0,8.0,4,0,5,2.16,50.71,1
4716,0,0,13.3,4,0,3,3.59,52.35,1
4717,0,0,10.6,3,0,5,2.86,62.2,1
4718,0,0,9.8,0,0,6,2.65,75.65,1
4719,0,0,11.4,2,0,7,3.08,74.06,1
4720,0,0,8.7,0,0,3,2.35,84.93,1
4721,0,0,9.4,0,0,3,2.54,75.02,1
4722,0,0,8.9,0,0,4,2.4,76.84,1
4723,0,0,8.9,2,0,6,2.4,78.8,1
4724,0,0,9.3,0,0,2,2.51,63.22,1
4725,0,0,10.9,0,1,3,2.94,75.54,1
4726,0,0,5.9,4,0,2,1.59,50.78,1
4727,0,0,12.1,1,0,4,3.27,76.59,1
4728,0,0,15.5,1,0,3,4.19,53.1,1
4729,0,0,8.5,4,0,5,2.3,53.6,1
4730,0,0,11.0,0,1,2,2.97,71.1,1
4731,0,0,13.5,4,0,4,3.65,56.45,1
4732,0,0,13.5,4,0,4,3.65,56.45,1
4733,0,0,8.0,4,0,5,2.16,50.71,1
4734,0,0,10.9,5,0,3,2.94,53.76,1
4735,1,26,9.6,5,0,5,2.59,56.23,1
4736,0,0,12.2,4,0,6,3.29,47.07,1
4737,0,0,13.3,0,0,9,3.59,54.66,1
4738,0,0,8.5,3,0,5,2.3,75.08,1
4739,0,0,13.9,2,0,1,3.75,75.86,1
4740,0,0,5.5,1,0,7,1.49,74.57,1
4741,0,0,11.5,3,0,3,3.11,76.4,1
4742,0,0,11.6,5,0,4,3.13,54.19,1
4743,1,18,11.5,0,0,7,3.11,50.84,1
4744,0,0,12.5,1,0,3,3.38,44.25,1
4745,0,0,12.1,2,1,2,3.27,67.72,1
4746,0,0,11.6,1,0,5,3.13,76.34,1
4747,0,0,7.4,2,1,2,2.0,59.93,1
4748,0,0,13.8,2,1,3,3.73,47.38,1
4749,0,0,8.2,2,0,3,2.21,74.92,1
4750,0,0,7.4,2,0,5,2.0,75.08,1
4751,0,0,10.1,2,0,6,2.73,76.38,1
4752,0,0,8.0,0,1,3,2.16,74.91,1
4753,0,0,13.8,3,0,3,3.73,75.47,1
4754,0,0,10.5,4,0,3,2.84,55.1,1
4755,0,0,9.8,2,0,5,2.65,79.69,1
4756,0,0,8.9,3,0,2,2.4,76.22,1
4757,0,0,13.6,5,0,3,3.67,55.21,1
4758,0,0,13.6,5,0,3,3.67,55.21,1
4759,0,0,9.5,2,0,11,2.57,75.15,1
4760,0,0,5.3,1,0,5,1.43,62.81,1
4761,0,0,8.9,0,0,4,2.4,62.03,1
4762,0,0,10.3,5,0,2,2.78,49.42,1
4763,0,0,10.2,2,0,2,2.75,74.98,1
4764,0,0,10.0,3,1,2,2.7,54.39,1
4765,0,0,9.2,2,0,4,2.48,51.67,1
4766,0,0,6.9,1,0,2,1.86,47.27,1
4767,0,0,11.1,1,1,2,3.0,51.02,1
4768,0,0,10.8,1,0,3,2.92,89.76,1
4769,0,0,8.8,1,0,5,2.38,75.25,1
4770,0,0,12.4,4,0,4,3.35,56.58,1
4771,0,0,13.6,5,0,3,3.67,55.21,1
4772,0,0,12.4,0,0,2,3.35,74.93,1
4773,0,0,9.7,6,0,2,2.62,52.53,1
4774,0,0,6.9,1,0,6,1.86,76.64,1
4775,0,0,11.1,1,0,1,3.0,79.89,1
4776,0,0,12.3,3,0,5,3.32,87.28,1
4777,0,0,11.6,1,0,5,3.13,76.34,1
4778,0,0,7.9,4,0,3,2.13,54.22,1
4779,0,0,14.0,2,0,9,3.78,82.45,1
4780,0,0,18.3,1,0,6,4.94,74.41,1
4781,0,0,5.9,1,0,2,1.59,78.74,1
4782,0,0,7.4,2,0,5,2.0,75.08,1
4783,0,0,7.4,2,0,5,2.0,75.08,1
4784,0,0,7.5,0,0,4,2.03,76.08,1
4785,0,0,12.3,0,0,10,3.32,83.99,1
4786,0,0,13.9,2,1,3,3.75,66.98,1
4787,0,0,10.0,1,0,2,2.7,79.03,1
4788,0,0,14.2,2,0,2,3.83,81.07,1
4789,0,0,8.9,1,0,3,2.4,80.44,1
4790,0,0,10.5,4,0,6,2.84,56.22,1
4791,0,0,5.5,1,0,7,1.49,74.57,1
4792,0,0,9.6,1,0,5,2.59,74.25,1
4793,0,0,10.4,8,0,8,2.81,52.73,1
4794,0,0,10.3,5,0,4,2.78,52.61,1
4795,0,0,9.5,1,0,2,2.57,78.93,1
4796,0,0,10.0,4,0,3,2.7,53.42,1
4797,0,0,10.5,4,0,3,2.84,55.1,1
4798,0,0,13.8,3,0,3,3.73,75.47,1
4799,0,0,8.7,2,0,3,2.35,77.88,1
4800,0,0,8.8,1,0,5,2.38,75.25,1
4801,0,0,12.7,2,0,2,3.43,82.51,1
4802,0,0,11.0,5,0,9,2.97,52.25,1
4803,0,0,10.3,1,0,6,2.78,71.04,1
4804,0,0,7.4,1,0,5,2.0,39.57,1
4805,0,0,13.7,0,0,4,3.7,83.37,1
4806,0,0,10.8,1,0,3,2.92,89.76,1
4807,0,0,12.0,2,0,5,3.24,78.53,1
4808,1,36,8.8,1,0,4,2.38,50.7,1
4809,0,0,13.8,1,1,2,3.73,57.34,1
4810,0,0,8.8,5,0,3,2.38,55.53,1
4811,0,0,8.9,1,0,5,2.4,84.1,1
4812,0,0,7.7,4,0,3,2.08,52.7,1
4813,0,0,8.5,1,0,10,2.3,81.0,1
4814,0,0,9.1,1,0,1,2.46,65.5,1
4815,0,0,13.3,2,0,2,3.59,77.07,1
4816,0,0,8.7,0,0,3,2.35,63.18,1
4817,0,0,8.8,3,0,3,2.38,77.34,1
4818,0,0,10.8,2,1,2,2.92,50.47,1
4819,1,34,6.1,2,0,5,1.65,71.22,1
4820,0,0,12.2,4,0,6,3.29,47.07,1
4821,0,0,13.9,2,0,1,3.75,75.86,1
4822,0,0,5.8,2,0,3,1.57,84.85,1
4823,0,0,11.5,1,0,2,3.11,82.26,1
4824,0,0,15.4,4,0,4,4.16,51.01,1
4825,0,0,10.0,3,0,3,2.7,74.67,1
4826,0,0,13.5,4,0,4,3.65,56.45,1
4827,0,0,8.8,5,0,3,2.38,55.53,1
4828,0,0,8.0,1,0,6,2.16,77.16,1
4829,0,0,8.9,1,0,3,2.4,80.44,1
4830,0,0,8.9,0,0,4,2.4,62.03,1
4831,0,0,9.2,5,0,3,2.48,56.56,1
4832,0,0,6.7,3,0,5,1.81,71.01,1
4833,0,0,10.4,0,0,6,2.81,84.56,1
4834,0,0,9.5,4,0,3,2.57,52.5,1
4835,0,0,9.4,1,0,4,2.54,76.91,1
4836,0,0,9.6,1,0,5,2.59,74.25,1
4837,0,0,10.3,0,0,3,2.78,49.76,1
4838,0,0,8.0,1,0,4,2.16,79.76,1
4839,0,0,14.5,1,1,7,3.92,56.75,1
4840,0,0,9.8,2,0,7,2.65,75.32,1
4841,0,0,9.3,2,0,2,2.51,75.08,1
4842,0,0,13.0,1,0,2,3.51,75.54,1
4843,0,0,12.9,0,0,7,3.48,80.35,1
4844,0,0,11.4,4,0,3,3.08,77.76,1
4845,0,0,11.7,5,0,4,3.16,54.52,1
4846,0,0,11.6,2,0,2,3.13,58.7,1
4847,0,0,8.5,3,0,5,2.3,75.08,1
4848,0,0,12.9,1,1,1,3.48,69.16,1
4849,0,0,15.5,1,0,3,4.19,53.1,1
4850,1,30,12.8,4,0,4,3.46,49.33,1
4851,0,0,5.8,2,0,3,1.57,84.85,1
4852,0,0,9.6,0,1,2,2.59,59.96,1
4853,0,0,12.2,4,0,6,3.29,47.07,1
4854,0,0,9.6,0,1,2,2.59,59.96,1
4855,0,0,11.4,4,0,3,3.08,77.76,1
4856,0,0,13.2,2,1,2,3.56,71.02,1
4857,0,0,13.9,0,0,6,3.75,74.83,1
4858,0,0,7.0,4,0,4,1.89,47.5,1
4859,0,0,10.9,3,0,3,2.94,74.68,1
4860,0,0,10.2,1,0,6,2.75,51.9,1
4861,1,26,9.6,5,0,5,2.59,56.23,1
4862,0,0,10.5,2,0,3,2.84,76.34,1
4863,0,0,9.0,4,0,6,2.43,53.67,1
4864,0,0,11.3,3,0,3,3.05,79.37,1
4865,0,0,11.4,4,0,3,3.08,77.76,1
4866,0,0,10.2,2,0,2,2.75,74.98,1
4867,0,0,11.6,1,0,5,3.13,76.34,1
4868,1,42,9.3,2,0,4,2.51,68.68,1
4869,0,0,9.7,5,0,3,2.62,56.14,1
4870,0,0,10.1,0,0,3,2.73,74.97,1
4871,0,0,13.0,1,0,2,3.51,75.54,1
4872,0,0,8.8,5,0,3,2.38,55.53,1
4873,0,0,11.6,0,0,2,3.13,66.37,1
4874,1,34,6.1,2,0,5,1.65,71.22,1
4875,0,0,5.8,2,0,3,1.57,84.85,1
4876,0,0,9.4,2,0,4,2.54,83.14,1
4877,0,0,14.3,3,0,3,3.86,74.75,1
4878,0,0,13.2,2,1,2,3.56,71.02,1
4879,0,0,10.1,3,0,5,2.73,85.53,1
4880,0,0,10.4,2,0,4,2.81,74.8,1
4881,0,0,9.6,0,0,7,2.59,75.14,1
4882,0,0,10.1,1,0,8,2.73,79.64,1
4883,0,0,9.0,4,0,6,2.43,53.67,1
4884,0,0,11.9,4,0,3,3.21,46.91,1
4885,0,0,15.5,1,0,3,4.19,53.1,1
4886,0,0,8.7,0,0,3,2.35,84.93,1
4887,0,0,11.4,2,0,7,3.08,74.06,1
4888,0,0,10.4,1,0,5,2.81,66.77,1
4889,0,0,13.3,2,0,2,3.59,77.07,1
4890,0,0,6.3,1,0,7,1.7,74.99,1
4891,0,0,10.6,0,0,4,2.86,62.82,1
4892,0,0,8.5,1,0,10,2.3,81.0,1
4893,0,0,11.7,0,0,7,3.16,78.22,1
4894,0,0,5.9,4,0,2,1.59,50.78,1
4895,0,0,10.0,3,1,2,2.7,54.39,1
4896,0,0,9.7,6,0,2,2.62,52.53,1
4897,0,0,10.0,3,1,2,2.7,54.39,1
4898,0,0,7.7,0,0,2,2.08,79.13,1
4899,0,0,7.3,2,0,4,1.97,75.63,1
4900,0,0,9.7,6,0,2,2.62,52.53,1
4901,0,0,13.9,1,0,2,3.75,76.57,1
4902,0,0,13.9,1,0,2,3.75,76.57,1
4903,0,0,7.7,4,0,3,2.08,52.7,1
4904,0,0,9.8,0,0,2,2.65,76.29,1
4905,0,0,11.6,2,1,2,3.13,52.55,1
4906,0,0,10.5,2,0,3,2.84,76.34,1
4907,0,0,8.9,2,0,6,2.4,78.8,1
4908,0,0,7.9,1,0,5,2.13,48.45,1
4909,0,0,9.5,1,0,9,2.57,82.38,1
4910,0,0,11.6,2,1,2,3.13,52.55,1
4911,0,0,9.5,1,0,9,2.57,82.38,1
4912,0,0,11.6,5,0,4,3.13,54.19,1
4913,0,0,6.9,1,0,2,1.86,47.27,1
4914,0,0,11.7,5,0,4,3.16,54.52,1
4915,1,26,9.3,1,0,8,2.51,61.15,1
4916,0,0,8.0,1,0,4,2.16,79.76,1
4917,0,0,9.0,1,0,3,2.43,75.08,1
4918,0,0,10.9,5,0,3,2.94,53.76,1
4919,0,0,11.0,5,0,9,2.97,52.25,1
4920,0,0,11.6,4,0,3,3.13,45.12,1
4921,0,0,10.7,1,0,6,2.89,74.89,1
4922,0,0,9.7,6,0,2,2.62,52.53,1
4923,0,0,14.3,3,0,3,3.86,74.75,1
4924,0,0,7.7,4,0,3,2.08,52.7,1
4925,0,0,11.6,2,1,2,3.13,52.55,1
4926,0,0,11.0,0,1,2,2.97,71.1,1
4927,0,0,9.5,0,0,2,2.57,76.31,1
4928,1,36,10.5,3,0,5,2.84,68.38,1
4929,0,0,11.4,1,0,5,3.08,75.12,1
4930,0,0,11.5,3,0,3,3.11,76.4,1
4931,0,0,12.5,1,0,7,3.38,56.4,1
4932,0,0,10.6,0,0,4,2.86,62.82,1
4933,0,0,13.5,4,0,4,3.65,56.45,1
4934,0,0,12.9,1,1,1,3.48,69.16,1
4935,0,0,8.0,1,0,4,2.16,79.76,1
4936,0,0,10.5,2,0,3,2.84,76.34,1
4937,0,0,7.5,0,0,4,2.03,76.08,1
4938,0,0,9.2,5,0,3,2.48,56.56,1
4939,0,0,10.0,3,0,3,2.7,74.67,1
4940,0,0,7.5,2,0,4,2.03,75.31,1
4941,0,0,12.9,3,1,2,3.48,52.54,1
4942,0,0,9.4,6,0,1,2.54,50.58,1
4943,0,0,12.4,0,0,2,3.35,74.93,1
4944,0,0,9.0,4,0,6,2.43,53.67,1
4945,0,0,11.3,3,0,3,3.05,79.37,1
4946,0,0,8.3,0,0,4,2.24,74.4,1
4947,0,0,8.4,5,0,2,2.27,77.48,1
4948,0,0,8.7,0,0,3,2.35,84.93,1
4949,0,0,14.3,1,1,6,3.86,67.42,1
4950,0,0,8.8,1,0,5,2.38,75.25,1
4951,0,0,13.9,2,1,5,3.75,75.48,1
4952,0,0,13.3,0,0,9,3.59,54.66,1
4953,0,0,9.7,2,0,4,2.62,80.07,1
4954,0,0,13.3,0,0,9,3.59,54.66,1
4955,0,0,11.7,4,0,2,3.16,52.04,1
4956,0,0,7.5,5,0,3,2.03,49.47,1
4957,0,0,9.4,6,0,1,2.54,50.58,1
4958,0,0,13.9,2,1,5,3.75,75.48,1
4959,0,0,12.1,2,1,2,3.27,67.72,1
4960,0,0,12.3,2,0,6,3.32,67.77,1
4961,0,0,12.9,1,1,1,3.48,69.16,1
4962,0,0,13.7,0,0,4,3.7,83.37,1
4963,0,0,5.9,4,0,2,1.59,50.78,1
4964,0,0,13.8,1,1,2,3.73,57.34,1
4965,0,0,10.7,1,0,6,2.89,74.89,1
4966,0,0,8.4,5,0,2,2.27,77.48,1
4967,0,0,7.9,3,0,1,2.13,74.47,1
4968,0,0,13.2,1,0,2,3.56,76.5,1
4969,0,0,9.0,5,0,3,2.43,53.55,1
4970,0,0,17.3,1,0,4,4.67,75.79,1
4971,0,0,12.4,2,0,1,3.35,68.94,1
4972,0,0,12.9,1,1,1,3.48,69.16,1
4973,0,0,12.7,4,0,2,3.43,50.52,1
4974,0,0,8.9,3,0,2,2.4,76.22,1
4975,0,0,8.2,5,0,3,2.21,74.69,1
4976,0,0,10.5,4,0,6,2.84,56.22,1
4977,0,0,8.9,2,0,6,2.4,78.8,1
4978,0,0,13.5,1,0,8,3.65,80.01,1
4979,0,0,10.9,4,0,3,2.94,55.93,1
4980,0,0,7.0,4,0,4,1.89,47.5,1
4981,0,0,8.9,2,0,1,2.4,47.48,1
4982,0,0,12.2,4,0,2,3.29,51.56,1
4983,0,0,13.2,1,0,2,3.56,76.5,1
4984,0,0,9.6,0,0,7,2.59,75.14,1
4985,0,0,11.4,1,0,5,3.08,75.12,1
4986,0,0,11.5,1,0,5,3.11,79.97,1
4987,0,0,10.6,3,0,5,2.86,62.2,1
4988,0,0,13.4,0,0,4,3.62,84.82,1
4989,0,0,9.8,0,0,2,2.65,76.29,1
4990,0,0,17.3,1,0,4,4.67,75.79,1
4991,0,0,6.3,1,0,7,1.7,74.99,1
4992,0,0,9.0,5,0,3,2.43,53.55,1
4993,0,0,9.6,1,0,5,2.59,74.25,1
4994,0,0,15.3,0,0,6,4.13,69.36,1
4995,0,0,8.7,0,0,3,2.35,84.93,1
4996,0,0,9.0,1,0,3,2.43,75.08,1
4997,0,0,9.0,1,0,3,2.43,75.08,1
4998,0,0,8.5,4,0,5,2.3,53.6,1
4999,0,0,9.8,0,0,6,2.65,75.65,1
5000,0,0,12.5,1,0,3,3.38,44.25,1
5001,0,0,9.6,1,0,5,2.59,74.25,1
5002,0,0,6.8,4,0,7,1.84,56.34,1
5003,0,0,9.4,0,0,3,2.54,75.02,1
5004,0,0,8.3,1,0,3,2.24,62.33,1
5005,0,0,11.6,2,1,2,3.13,52.55,1
5006,0,0,8.3,1,0,3,2.24,62.33,1
5007,1,33,13.5,1,0,3,3.65,61.89,1
5008,0,0,13.8,4,0,3,3.73,55.2,1
5009,0,0,11.8,1,0,3,3.19,79.68,1
5010,0,0,9.5,1,0,2,2.57,78.93,1
5011,0,0,9.5,4,0,3,2.57,52.5,1
5012,0,0,11.3,3,0,3,3.05,79.37,1
5013,0,0,10.4,0,0,6,2.81,84.56,1
5014,0,0,8.3,1,0,3,2.24,62.33,1
5015,0,0,11.5,1,0,2,3.11,82.26,1
5016,0,0,9.7,2,1,2,2.62,63.45,1
5017,0,0,9.8,0,1,1,2.65,57.79,1
5018,0,0,9.6,1,0,5,2.59,74.25,1
5019,0,0,10.4,1,0,5,2.81,66.77,1
5020,1,27,12.3,1,0,4,3.32,59.37,1
5021,0,0,10.9,5,0,3,2.94,53.76,1
5022,1,44,14.1,2,0,7,3.81,61.27,1
5023,0,0,10.6,0,0,4,2.86,62.82,1
5024,0,0,11.6,2,0,2,3.13,58.7,1
5025,0,0,11.5,3,0,3,3.11,76.4,1
5026,0,0,11.1,1,0,1,3.0,79.89,1
5027,0,0,9.3,0,0,2,2.51,63.22,1
5028,0,0,11.4,4,0,3,3.08,77.76,1
5029,0,0,7.0,4,0,4,1.89,47.5,1
5030,0,0,12.8,2,0,4,3.46,75.29,1
5031,0,0,8.4,1,0,4,2.27,78.67,1
5032,0,0,13.5,1,0,8,3.65,80.01,1
5033,0,0,10.9,0,1,3,2.94,75.54,1
5034,0,0,8.8,1,0,5,2.38,75.25,1
5035,0,0,11.1,4,0,4,3.0,50.9,1
5036,0,0,8.4,1,0,4,2.27,78.67,1
5037,0,0,7.3,2,0,4,1.97,75.63,1
5038,0,0,9.2,4,1,1,2.48,52.44,1
5039,0,0,11.7,4,0,2,3.16,52.04,1
5040,0,0,11.6,0,0,4,3.13,76.63,1
5041,0,0,11.1,4,0,6,3.0,78.13,1
5042,0,0,12.9,2,0,4,3.48,82.96,1
5043,0,0,10.8,0,0,2,2.92,66.91,1
5044,0,0,10.4,0,0,6,2.81,84.56,1
5045,0,0,8.2,5,0,3,2.21,74.69,1
5046,0,0,14.3,3,0,3,3.86,74.75,1
5047,0,0,13.7,0,0,4,3.7,83.37,1
5048,0,0,4.5,3,0,15,1.22,74.36,1
5049,0,0,9.9,2,0,5,2.67,77.54,1
5050,0,0,13.9,0,0,6,3.75,74.83,1
5051,0,0,8.7,4,0,2,2.35,78.17,1
5052,0,0,9.8,0,1,1,2.65,57.79,1
5053,0,0,12.3,3,0,4,3.32,74.94,1
5054,0,0,10.9,2,0,5,2.94,40.97,1
5055,0,0,17.3,1,0,4,4.67,75.79,1
5056,0,0,8.9,2,0,4,2.4,74.74,1
5057,0,0,9.3,7,0,3,2.51,49.34,1
5058,0,0,14.0,2,0,9,3.78,82.45,1
5059,0,0,12.5,1,0,7,3.38,56.4,1
5060,0,0,8.0,4,0,5,2.16,50.71,1
5061,0,0,10.1,2,0,6,2.73,76.38,1
5062,0,0,14.0,2,0,2,3.78,75.94,1
5063,0,0,15.4,4,0,4,4.16,51.01,1
5064,0,0,9.4,2,0,4,2.54,83.14,1
5065,0,0,9.5,1,0,9,2.57,82.38,1
5066,0,0,12.3,0,0,10,3.32,83.99,1
5067,0,0,8.0,1,0,6,2.16,77.16,1
5068,0,0,12.8,1,0,4,3.46,79.39,1
5069,0,0,9.9,2,0,5,2.67,77.54,1
5070,0,0,14.0,2,0,9,3.78,82.45,1
5071,0,0,12.0,3,0,2,3.24,55.73,1
5072,0,0,11.6,4,0,3,3.13,45.12,1
5073,0,0,12.7,2,0,2,3.43,82.51,1
5074,0,0,11.1,1,1,2,3.0,51.02,1
5075,0,0,10.2,3,0,4,2.75,82.32,1
5076,0,0,13.3,0,0,9,3.59,54.66,1
5077,0,0,10.0,3,0,3,2.7,74.67,1
5078,0,0,8.0,4,0,5,2.16,50.71,1
5079,1,30,12.8,4,0,4,3.46,49.33,1
5080,0,0,11.3,5,0,5,3.05,56.63,1
5081,0,0,10.7,1,0,6,2.89,74.89,1
5082,1,30,12.8,4,0,4,3.46,49.33,1
5083,0,0,10.5,2,0,3,2.84,76.34,1
5084,0,0,9.0,1,0,13,2.43,79.42,1
5085,0,0,12.0,4,0,3,3.24,39.91,1
5086,0,0,11.1,1,0,1,3.0,79.89,1
5087,1,26,9.3,1,0,8,2.51,61.15,1
5088,0,0,9.8,2,0,7,2.65,75.32,1
5089,0,0,12.3,2,1,2,3.32,47.73,1
5090,0,0,10.0,3,0,3,2.7,74.67,1
5091,1,28,9.2,4,0,6,2.48,55.92,1
5092,0,0,11.4,2,0,7,3.08,74.06,1
5093,0,0,13.2,1,0,2,3.56,76.5,1
5094,0,0,10.4,2,0,4,2.81,74.8,1
5095,0,0,10.5,4,0,3,2.84,55.1,1
5096,0,0,10.1,3,0,5,2.73,85.53,1
5097,0,0,10.5,2,0,3,2.84,76.34,1
5098,0,0,8.4,1,0,3,2.27,71.29,1
